"","jugador","jug","eq","broker","media_sm","media","ef","rent","reg","jornada","val","j1","j2","j3","j4","j5","j6","j7"
"1587","Thomas Scrubb","T. Scrubb","MOB",911111,18.2,18.2,15.1,1,3.9,"j7",9,NA,NA,16.8,19,21,21,NA
"1588","Damien Inglis","D. Inglis","GCA",817778,17.6,17.6,11.7,1.1,1.6,"j7",2.4,NA,NA,19.2,38.4,15.6,24,NA
"1589","Jerrick Harding","J. Harding","BAX",834444,16.9,16.9,11.2,1,1.8,"j7",6,NA,NA,26,8,12,19,NA
"1590","Jeff Withey","J. Withey","SBB",750000,16.5,16.5,20.2,1.1,2.2,"j7",23,NA,NA,1.2,20,26,12,NA
"1591","Cristiano Felicio","C. Felicio","COV",801111,16.3,16.3,10.5,1,1.8,"j7",8,NA,NA,24,32.4,18,9.6,NA
"1592","Alex Renfroe","A. Renfroe","COV",815556,16.3,16.3,18.3,1,3.8,"j7",21,NA,NA,16.8,21.6,14,16.8,NA
"1593","Pierria Henry","P. Henry","BKN",570000,16.2,16.2,19.4,1.4,1.2,"j7",30,NA,NA,0,0,0,2.4,NA
"1594","Scott Bamforth","S. Bamforth","BRE",688889,16.1,16.1,19.1,1.2,1.5,"j7",15,NA,NA,11,3,4.8,34.8,NA
"1595","Nico Brussino","N. Brussino","GCA",832222,16.1,16.1,18.5,1,2,"j7",19.2,NA,NA,14.4,20.4,30,10,NA
"1596","Kameron Taylor","K. Taylor","GIR",698889,15.7,15.7,17.8,1.1,1.9,"j7",12,NA,NA,1,11,22.8,24,NA
"1597","Jovan Novak","J. Novak","FUE",738889,15.6,15.6,20.7,1.1,1.9,"j7",31.2,NA,NA,16,16.8,0,17,NA
"1598","Edy Tavares","E. Tavares","RMB",828889,15.3,15.3,15.3,0.9,3.2,"j7",14,NA,NA,18,4.8,20,14.4,NA
"1599","Rokas Jokubaitis","R. Jokubaitis","BAR",665556,15,15,8,1.1,2.3,"j7",6,NA,NA,18,25.2,8.4,10.8,NA
"1600","Nihad Djedovic","N. Djedovic","UNI",672222,14.7,14.7,17.8,1.1,1.8,"j7",22.8,NA,NA,6,9.6,1,20.4,NA
"1601","Ludde Hakanson","L. Hakanson","SBB",807500,14.7,14.7,7.6,0.9,2.2,"j7",4,NA,NA,24,19,8,13,NA
"1602","Sasu Salin","S. Salin","LNT",675556,14.6,14.6,8.6,1.1,2.1,"j7",4.8,NA,NA,22.8,14.4,22,6,NA
"1603","Dusan Ristic","D. Ristic","FUE",801111,14.6,14.6,20.5,0.9,1.6,"j7",30,NA,NA,0,18,19.2,6,NA
"1604","Cory Higgins","C. Higgins","BAR",758571,14.4,14.4,13.1,0.9,3,"j7",10.8,NA,NA,16.8,16.8,7.2,20.4,NA
"1605","Luke Maye","L. Maye","COV",657500,14.2,14.2,7.5,1.1,1.7,"j7",0,NA,NA,12,24,8,19.2,NA
"1606","Howard Sant-Roos","H. Sant-Roos","CAZ",655556,14.2,14.2,16.6,1.1,2.8,"j7",13.2,NA,NA,16,6,18,21,NA
"1607","Rokas Giedraitis","R. Giedraitis","BKN",606667,14.1,14.1,13,1.2,2,"j7",15.6,NA,NA,8,30,12,9.6,NA
"1608","Christian Mekowulu","C. Mekowulu","CAZ",704444,14,14,14,1,1.9,"j7",10.8,NA,NA,21,17,3,26,NA
"1609","Dylan Osetkowski","D. Osetkowski","UNI",661111,13.7,13.7,21.9,1,1.5,"j7",31.2,NA,NA,9,14.4,1,20.4,NA
"1610","Tadas Sedekerskis","T. Sedekerskis","BKN",670000,13.6,13.6,13,1,2.5,"j7",9.6,NA,NA,12,14.4,19.2,14.4,NA
"1611","Henry Ellenson","H. Ellenson","JOV",641111,13.6,13.6,13.2,1.1,1.3,"j7",11,NA,NA,36,1,13.2,16.8,NA
"1612","Jared Harper","J. Harper","VBC",489494,13.5,13.5,16.1,1.4,1.2,"j7",16.8,NA,NA,-4,NA,NA,15,NA
"1613","Miquel Salvó","M. Salvó","GCA",764444,13.5,13.5,10.7,0.9,2,"j7",12,NA,NA,14.4,12,24,0,NA
"1614","John Shurna","J. Shurna","GCA",722857,13.3,13.3,18.8,0.9,1.3,"j7",30,NA,NA,4.8,NA,NA,1,NA
"1615","Gabriel Deck","G. Deck","RMB",593333,13,13,18.5,1.1,1.4,"j7",13,NA,NA,4.8,13.2,20,26.4,NA
"1616","Quino Colom","Q. Colom","GIR",525556,12.9,12.9,17.3,1.2,1.3,"j7",14,NA,NA,7,18,0,33.6,NA
"1617","Nemanja Radovic","N. Radovic","UCM",596667,12.9,12.9,13.6,1.1,2.2,"j7",13.2,NA,NA,21,12,20.4,10,NA
"1618","Thad McFadden","T. McFadden","UCM",494444,12.9,12.9,11.3,1.3,1.3,"j7",12,NA,NA,13,2.4,18,6,NA
"1619","Lasan Kromah","L. Kromah","FUE",577778,12.7,12.7,13,1.1,1.7,"j7",13.2,NA,NA,3,26.4,20.4,8,NA
"1620","Joel Parra","J. Parra","JOV",730000,12.6,12.6,13.8,0.9,3.2,"j7",12,NA,NA,16.8,10,19.2,13.2,NA
"1621","Mario Hezonja","M. Hezonja","RMB",635556,12.6,12.6,10.9,1,1.3,"j7",15,NA,NA,8.4,20.4,1,10.8,NA
"1622","Mamadou Niang","M. Niang","COV",703576,12.6,12.6,10.5,0.9,3.2,"j7",9,NA,NA,19.2,9.6,8,14.4,NA
"1623","Sadiel Rojas","S. Rojas","UCM",353899,12.3,12.3,12.3,1.7,1.2,"j7",9.6,NA,NA,-2,19.2,28.8,6,NA
"1624","Toni Nakic","T. Nakic","BRE",548750,12.3,12.3,13.9,1.1,1.6,"j7",14,NA,NA,1,NA,3.6,20.4,NA
"1625","Olek Balcerowski","O. Balcerowski","GCA",587778,12.2,12.2,15.6,1,1.3,"j7",24,NA,NA,7.2,7.2,15.6,2,NA
"1626","Justinian Jessup","J. Jessup","CAZ",595677,12,12,21.2,1,1.1,"j7",37.2,NA,NA,6,14,2,8,NA
"1627","Nico Laprovittola","N. Laprovittola","BAR",645000,12,12,10.8,0.9,1.3,"j7",-2,NA,NA,6,13.2,27.6,20.4,NA
"1628","Aaron Doornekamp","A. Doornekamp","LNT",514444,12,12,11.8,1.2,2.9,"j7",14.4,NA,NA,14.4,18,5,12,NA
"1629","Jan Vesely","J. Vesely","BAR",627778,11.8,11.8,15.3,0.9,1.3,"j7",28.8,NA,NA,10.8,13.2,0,3.6,NA
"1630","Michale Kyser","M. Kyser","SBB",696667,11.7,11.7,14.4,0.8,2.9,"j7",18,NA,NA,10.8,10,14,9,NA
"1631","Nikola Kalinic","N. Kalinic","BAR",493333,11.5,11.5,10.6,1.2,1.2,"j7",7.2,NA,NA,12,0,0,22.8,NA
"1632","Jaime Fernández","J. Fernández","LNT",711111,11.4,11.4,10.8,0.8,1.7,"j7",18,NA,NA,22.8,13.2,2,4.8,NA
"1633","Oscar Da Silva","O. Da Silva","BAR",587778,11.4,11.4,18.3,1,1.3,"j7",30,NA,NA,7.2,18,8.4,6,NA
"1634","Dusan Miletic","D. Miletic","GIR",454444,11.3,11.3,13.4,1.2,2.8,"j7",13,NA,NA,9,4,16.8,12,NA
"1635","Marcelinho Huertas","M. Huertas","LNT",595556,11.2,11.2,13.3,0.9,1.8,"j7",9.6,NA,NA,8.4,10.8,4,25.2,NA
"1636","Phil Scrubb","P. Scrubb","MOB",517778,11.1,11.1,13.1,1.1,1,"j7",-1,NA,NA,18,-3,25,28,NA
"1637","BJ Johnson III","B. Johnson III","BET",471111,11.1,11.1,11.1,1.2,1.8,"j7",17,NA,NA,22.8,11,6,5,NA
"1638","Nemanja Nenadic","N. Nenadic","BRE",466667,11,11,6.9,1.2,1.3,"j7",-1,NA,NA,23,7,3.6,21.6,NA
"1639","Sergio Llull","S. Llull","RMB",585000,11,11,13.9,0.9,1.8,"j7",15,NA,NA,2.4,14.4,3,19.2,NA
"1640","Sergio Rodríguez","S. Rodríguez","RMB",532500,10.8,10.8,10.1,1,2,"j7",10,NA,NA,14.4,7.2,2,15.6,NA
"1641","Thomas Bropleh","T. Bropleh","COV",600875,10.7,10.7,10.8,0.9,1.2,"j7",7,NA,NA,3.6,4.8,-2,25.2,NA
"1642","Kyle Guy","K. Guy","JOV",471111,10.6,10.6,2.4,1.1,1.2,"j7",4,NA,NA,20.4,14,3.6,-1,NA
"1643","Maik Kotsar","M. Kotsar","BKN",570176,10.5,10.5,18.9,0.9,1.4,"j7",25.2,NA,NA,6,13.2,8.4,15.6,NA
"1644","Álex Abrines","Á. Abrines","BAR",442000,10.4,10.4,6.6,1.2,1.6,"j7",10.8,NA,NA,4.8,16.8,NA,0,NA
"1645","Vincent Poirier","V. Poirier","RMB",650000,10.4,10.4,9.3,0.8,1.8,"j7",4,NA,NA,12,10.8,5,20.4,NA
"1646","Juampi Vaulet","J. Vaulet","BAX",455556,10.1,10.1,11.9,1.1,2.9,"j7",14,NA,NA,3,13,8,11,NA
"1647","Andres Feliz","A. Feliz","JOV",557342,9.5,9.5,9.9,0.9,1.2,"j7",7,NA,NA,4.8,16,25.2,4.8,NA
"1648","Adam Waczynski","A. Waczynski","BAX",420142,9.5,9.5,11.9,1.1,0.9,"j7",20,NA,NA,0,0,0,-1,NA
"1649","Elgin Cook","E. Cook","LNT",462222,9.5,9.5,6,1,1.6,"j7",6,NA,NA,6,10.8,17,-1,NA
"1650","Augusto Lima","A. Lima","UNI",425556,9.4,9.4,6.6,1.1,2,"j7",8.4,NA,NA,10,16.8,5,4.8,NA
"1651","Jeremy Senglin","J. Senglin","FUE",414444,9.4,9.4,7.2,1.1,1.5,"j7",9.6,NA,NA,-1,19.2,4.8,5,NA
"1652","Simon Birgander","S. Birgander","JOV",471111,9.4,9.4,5.7,1,1.7,"j7",-1,NA,NA,15.6,10,10.8,13.2,NA
"1653","Tomas Satoransky","T. Satoransky","BAR",462222,9.3,9.3,6.5,1,1,"j7",1.2,NA,NA,20.4,15.6,-4,21.6,NA
"1654","Ferran Bassas","F. Bassas","GCA",475556,9.3,9.3,7.7,1,3,"j7",6,NA,NA,8.4,10.8,8.4,10,NA
"1655","Daulton Hommes","D. Hommes","BKN",530643,9.2,9.2,11.3,0.9,1.1,"j7",9.6,NA,NA,6,10.8,24,6,NA
"1656","Alberto Díaz","A. Díaz","UNI",465556,9.2,9.2,11.7,1,2.3,"j7",8.4,NA,NA,9,4.8,12,16.8,NA
"1657","Sertaç Sanli","S. Sanli","BAR",420000,9.2,9.2,3.7,1.1,1.1,"j7",0,NA,NA,-3,22.8,9.6,6,NA
"1658","Bassala Bagayoko","B. Bagayoko","FUE",372403,9.2,9.2,6.9,1.2,1.5,"j7",0,NA,NA,2,16.8,14.4,13,NA
"1659","Sergi Quintela","S. Quintela","BRE",296675,9.1,9.1,12.9,1.5,0.8,"j7",0,NA,NA,8,-1,27.6,24,NA
"1660","Marc García","M. García","FUE",347507,8.9,8.9,13,1.3,0.7,"j7",28.8,NA,NA,0,12,-3,-2,NA
"1661","Dino Radoncic","D. Radoncic","CAZ",391111,8.9,8.9,17.5,1.1,1,"j7",21.6,NA,NA,-7,11,16,12,NA
"1662","Steven Enoch","S. Enoch","BKN",466512,8.9,8.9,0,1,2.2,"j7",NA,NA,NA,NA,NA,NA,NA,NA
"1663","Tyson Carter","T. Carter","UNI",4e+05,8.9,8.9,9.7,1.1,1.2,"j7",8.4,NA,NA,-1,21.6,13,NA,NA
"1664","Marcus Lee","M. Lee","BAX",442857,8.9,8.9,6.2,1,1.5,"j7",9,NA,NA,11,14,-5,9,NA
"1665","Musa Sagnia","M. Sagnia","BAX",289134,10.3,8.8,9.2,1.8,1.3,"j7",10,NA,NA,NA,10,20,1,NA
"1666","Prince Ali","P. Ali","COV",440000,8.8,8.8,10.1,1,1.1,"j7",8,NA,NA,3.6,7.2,5,16.8,NA
"1667","Artem Pustovyi","A. Pustovyi","UCM",404444,8.5,8.5,2.4,1.1,1.1,"j7",2.4,NA,NA,4,25.2,6,0,NA
"1668","Guillem Vives","G. Vives","JOV",386667,8.5,8.5,2.4,1.1,1,"j7",-3,NA,NA,13.2,3,4.8,9.6,NA
"1669","Jeremiah Hill","J. Hill","BET",397778,8.5,8.5,13.5,1.1,1,"j7",18,NA,NA,3.6,0,-3,17,NA
"1670","Sergi García","S. García","BRE",397778,8.5,8.5,7.9,1.1,1.8,"j7",12,NA,NA,2,12,6,2.4,NA
"1671","Lluis Costa","L. Costa","COV",313333,8.5,8.5,4.1,1.4,1.2,"j7",1,NA,NA,19.2,16.8,5,8.4,NA
"1672","Nikola Radicevic","N. Radicevic","SBB",368333,8.4,8.4,0,1.1,3.1,"j7",NA,NA,NA,12,7,NA,NA,NA
"1673","Santi Yusta","S. Yusta","CAZ",487778,8.3,8.3,6.9,0.9,2,"j7",7.2,NA,NA,6,18,9,5,NA
"1674","Markus Howard","M. Howard","BKN",325000,8.1,8.1,18.4,1.3,0.7,"j7",32.4,NA,NA,3,6,NA,-4,NA
"1675","Moussa Diagne","M. Diagne","LNT",362222,8.1,8.1,10.3,1.1,1.4,"j7",7.2,NA,NA,2.4,2.4,4,19.2,NA
"1676","David Kravish","D. Kravish","UNI",448889,8.1,8.1,11.7,0.9,2.5,"j7",15.6,NA,NA,8,6,7,8.4,NA
"1677","Marek Blazevic","M. Blazevic","MOB",285903,7.9,7.9,3.3,1.4,1.2,"j7",5,NA,NA,20.4,2,6,-1,NA
"1678","Volodymyr Gerun","V. Gerun","BET",390000,7.8,7.8,8.2,1,1.8,"j7",12,NA,NA,3.6,9,10,1,NA
"1679","Aday Mara","A. Mara","CAZ",289134,7.8,7.8,8.4,1.3,1.9,"j7",13.2,NA,NA,NA,10,5,3,NA
"1680","Georgios Tsalmpouris","G. Tsalmpouris","BET",418241,7.7,7.7,12.4,0.9,1.1,"j7",21,NA,NA,12,7,1,6,NA
"1681","Kendrick Perry","K. Perry","UNI",365196,7.7,7.7,13.4,1.1,1.1,"j7",13.2,NA,NA,-4,9.6,3,20.4,NA
"1682","Andrew Albicy","A. Albicy","GCA",427500,7.6,7.6,7.2,0.9,1.3,"j7",8.4,NA,NA,9.6,NA,15.6,0,NA
"1683","Babatunde Olumuyiwa","B. Olumuyiwa","BAX",312800,7.5,7.5,9,1.2,2.1,"j7",11,NA,NA,NA,NA,4,NA,NA
"1684","Melvin Ejim","M. Ejim","UNI",382813,7.4,7.4,10.2,1,0.8,"j7",2.4,NA,NA,8,3.6,-1,30,NA
"1685","Tim Abromaitis","T. Abromaitis","LNT",388889,7.4,7.4,4.4,1,1.9,"j7",3.6,NA,NA,9.6,3.6,4,6,NA
"1686","James Anderson","J. Anderson","UCM",381372,7.4,7.4,0,1,2.2,"j7",NA,NA,NA,NA,NA,NA,NA,NA
"1687","Rubén Guerrero","R. Guerrero","MOB",302222,7.3,7.3,9.6,1.2,1.4,"j7",4,NA,NA,1.2,9,12,17,NA
"1688","Darío Brizuela","D. Brizuela","UNI",324444,7.3,7.3,9.1,1.1,1.3,"j7",10.8,NA,NA,17,3.6,2,10.8,NA
"1689","Denzel Andersson","D. Andersson","SBB",405556,7.2,7.2,3,0.9,1.4,"j7",1,NA,NA,12,11,14,-1,NA
"1690","Bruno Fitipaldo","B. Fitipaldo","LNT",336667,7.1,7.1,2,1.1,1,"j7",-2,NA,NA,4.8,4.8,-2,10.8,NA
"1691","Dani Pérez","D. Pérez","BAX",298889,7,7,10.1,1.2,1.8,"j7",14,NA,NA,4,6,7,6,NA
"1692","Sam Van Rossom","S. Van Rossom","VBC",315913,6.9,6.9,16.8,1.1,1,"j7",NA,NA,NA,0,2,16.8,NA,NA
"1693","Vanja Marinkovic","V. Marinkovic","BKN",331250,6.9,6.9,5.4,1,1,"j7",1.2,NA,NA,5,4.8,-4,18,NA
"1694","Giordano Bortolani","G. Bortolani","BAX",342857,6.9,6.9,3.7,1,2.1,"j7",2,NA,NA,10,9,6,5,NA
"1695","Marko Lukovic","M. Lukovic","BRE",336375,6.8,6.8,10.8,1,2.4,"j7",NA,NA,NA,2,7,10.8,NA,NA
"1696","Christian Eyenga","C. Eyenga","FUE",247044,6.8,6.8,14.7,1.4,0.8,"j7",21.6,NA,NA,-4,7.2,15.6,3,NA
"1697","Justus Hollatz","J. Hollatz","BRE",322222,6.7,6.7,7.9,1,1.4,"j7",2,NA,NA,5,4,10.8,15.6,NA
"1698","Pere Tomàs","P. Tomàs","COV",278889,6.7,6.7,1.7,1.2,1.1,"j7",1,NA,NA,13.2,16.8,9,-2,NA
"1699","Justin Hamilton","J. Hamilton","BAX",403750,6.7,6.7,0,0.8,0.8,"j7",NA,NA,NA,1,NA,NA,NA,NA
"1700","Leo Westermann","L. Westermann","MOB",379500,6.6,6.6,2,0.9,1.8,"j7",NA,NA,NA,13.2,6,2,NA,NA
"1701","Xavi Rabaseda","X. Rabaseda","SBB",374444,6.5,6.5,6.8,0.9,1.6,"j7",6,NA,NA,3.6,10,2,11,NA
"1702","David Walker","D. Walker","MOB",312222,6.5,6.5,4.9,1,1.2,"j7",-1,NA,NA,9.6,6,4,15,NA
"1703","Ilimane Diop","I. Diop","UCM",263720,6.4,6.4,13.3,1.2,0.8,"j7",25.2,NA,NA,9,1.2,6,-1,NA
"1704","Francis Alonso","F. Alonso","SBB",358889,6.3,6.3,3.3,0.9,0.8,"j7",1,NA,NA,12,-3,0,9,NA
"1705","AJ Slaughter","A. Slaughter","GCA",350750,6.3,6.3,9.6,0.9,0.7,"j7",14.4,NA,NA,22.8,3.6,0,8,NA
"1706","James Nnaji","J. Nnaji","BAR",266002,6.3,6.3,2.5,1.2,0.9,"j7",0,NA,NA,14.4,NA,14.4,-1,NA
"1707","Oriol Paulí","O. Paulí","BAR",352222,6.3,6.3,3.3,0.9,1,"j7",-3,NA,NA,12,4.8,16.8,4.8,NA
"1708","Will Thomas","W. Thomas","UNI",302222,6.2,6.2,5.5,1,1.5,"j7",0,NA,NA,6,3.6,7,13.2,NA
"1709","Kyle Alexander","K. Alexander","VBC",282500,6.2,6.2,10.8,1.1,1.2,"j7",12,NA,NA,2,NA,6,12,NA
"1710","Clevin Hannah","C. Hannah","FUE",327778,6.1,6.1,12.4,0.9,0.7,"j7",16.8,NA,NA,4,-5,19.2,1,NA
"1711","James Webb III","J. Webb III","VBC",348833,6.1,6.1,8.5,0.9,1,"j7",14.4,NA,NA,NA,NA,NA,-1,NA
"1712","Jarrod Jones","J. Jones","JOV",317810,6,6,5.4,0.9,1.5,"j7",1,NA,NA,0,5,6,12,NA
"1713","Brancou Badio","B. Badio","BAX",280000,5.8,5.8,5.1,1,1,"j7",3,NA,NA,3,-3,15,2,NA
"1714","Tryggvi Hlinason","T. Hlinason","CAZ",293750,5.7,5.7,9.7,1,0.9,"j7",14.4,NA,NA,-5,NA,10,2,NA
"1715","Khalifa Diop","K. Diop","GCA",302222,5.7,5.7,4.7,0.9,1.7,"j7",3.6,NA,NA,0,8.4,2.4,8,NA
"1716","Amar Sylla","A. Sylla","BET",321111,5.7,5.7,6.3,0.9,1.1,"j7",10,NA,NA,4.8,1,-1,5,NA
"1717","Eric Vila","E. Vila","GIR",265556,5.7,5.7,4.9,1.1,0.9,"j7",-3,NA,NA,10,0,6,16.8,NA
"1718","Víctor Claver","V. Claver","VBC",226313,5.7,5.7,7.2,1.2,0.9,"j7",8.4,NA,NA,2,-1,16.8,-1,NA
"1719","Pau Ribas","P. Ribas","JOV",298778,5.6,5.6,9.7,0.9,1,"j7",11,NA,NA,4.8,4,-3,15.6,NA
"1720","Emir Sulejmanovic","E. Sulejmanovic","SBB",345556,5.6,5.6,3.9,0.8,1.1,"j7",-2,NA,NA,14.4,2,9,10,NA
"1721","Marcel Ponitka","M. Ponitka","CAZ",370300,5.6,5.6,3.1,0.8,2.5,"j7",1.2,NA,NA,7,9,5,5,NA
"1722","Máximo Fjellerup","M. Fjellerup","GIR",280313,5.6,5.6,6.5,1,0.7,"j7",6,NA,NA,-1,5,24,-4,NA
"1723","Víctor Arteaga","V. Arteaga","BRE",262483,5.5,5.5,7,1,0.7,"j7",2,NA,NA,1,1,22.8,4.8,NA
"1724","Tomás Bellas","T. Bellas","UCM",296571,5.4,5.4,8.7,0.9,1.3,"j7",14.4,NA,NA,5,2.4,3.6,3,NA
"1725","Tyler Kalinoski","T. Kalinoski","UNI",278875,5.4,5.4,6.2,1,1.1,"j7",0,NA,NA,2,6,9,14.4,NA
"1726","Iván Cruz","I. Cruz","LNT",314755,5.4,5.4,0.8,0.9,0.8,"j7",NA,NA,NA,13.2,-1,2,0,NA
"1727","Petr Cornelie","P. Cornelie","RMB",313750,5.4,5.4,4,0.9,0.8,"j7",-6,NA,NA,NA,3.6,7,18,NA
"1728","Arturs Kurucs","A. Kurucs","BKN",300643,5.2,5.2,3.3,0.9,0.8,"j7",4.8,NA,NA,-3,7.2,10.8,-4,NA
"1729","Adam Smith","A. Smith","SBB",394444,5.2,5.2,-3,0.7,0.4,"j7",-6,NA,NA,-3,1,3,-2,NA
"1730","Niels Giffey","N. Giffey","UCM",252500,5,5,5.3,1,1.2,"j7",6,NA,NA,0,7.2,-2,9,NA
"1731","Edgar Vicedo","E. Vicedo","MOB",237778,4.8,4.8,5.8,1,2.1,"j7",6,NA,NA,4.8,0,8,4,NA
"1732","Jordan Davis","J. Davis","UCM",189538,4.8,4.8,11.9,1.3,0.6,"j7",22.8,NA,NA,11,-2,0,2,NA
"1733","Hugo González","H. González","RMB",126500,3.6,4.8,3.6,1.4,4,"j7",NA,NA,NA,NA,NA,NA,3.6,NA
"1734","Xabi López-Arostegui","X. López-Arostegui","VBC",350353,4.8,4.8,1.6,0.7,1,"j7",-4,NA,NA,4,9,12,4,NA
"1735","Marcis Steinbergs","M. Steinbergs","BAX",226250,4.7,4.7,1.8,1,0.9,"j7",NA,NA,NA,13,2,3,1,NA
"1736","Tyson Pérez","T. Pérez","BAX",258750,4.5,4.5,4.4,0.9,0.6,"j7",9,NA,NA,16,9,0,0,NA
"1737","Patricio Garino","P. Garino","GIR",159983,4.4,4.4,5.5,1.4,0.6,"j7",-3,NA,NA,5,0,20.4,9.6,NA
"1738","Eulis Báez","E. Báez","BET",303278,4.3,4.3,5,0.7,1,"j7",NA,NA,NA,8.4,-3,5,NA,NA
"1739","Rodions Kurucs","R. Kurucs","BET",192500,4.3,4.3,-1.2,1.1,0.8,"j7",NA,NA,NA,4.8,10,0,-2,NA
"1740","Christian Díaz","C. Díaz","COV",225556,4.1,4.1,2.4,0.9,0.8,"j7",1,NA,NA,15.6,3.6,6,2.4,NA
"1741","Jaime Pradilla","J. Pradilla","VBC",221111,4.1,4.1,2.5,0.9,0.9,"j7",1.2,NA,NA,13,4,3.6,4,NA
"1742","David Jelínek","D. Jelínek","UCM",176250,4,4,6,1.1,1,"j7",10.8,NA,NA,6,NA,-3,4,NA
"1743","Marcus Paige","M. Paige","MOB",193899,3.6,3.6,-2,0.9,0.5,"j7",-2,NA,NA,8.4,NA,NA,NA,NA
"1744","Sander Raieste","S. Raieste","BKN",149500,3.5,3.5,4.3,1.2,0.6,"j7",6,NA,NA,16,1.2,0,NA,NA
"1745","Jonah Radebaugh","J. Radebaugh","VBC",125922,3.5,3.5,5.7,1.4,1.1,"j7",6,NA,NA,1,-2,6,5,NA
"1746","Josep Puerto","J. Puerto","VBC",248750,3.5,3.5,0.1,0.7,0.9,"j7",-4,NA,NA,NA,6,7.2,2,NA
"1747","Vitor Benite","V. Benite","GCA",195000,3.4,3.4,2.7,0.9,0.9,"j7",6,NA,NA,NA,7.2,3.6,-3,NA
"1748","Luka Brajkovic","L. Brajkovic","BRE",171111,3.4,3.4,4.6,1,0.6,"j7",0,NA,NA,1,2,-1,15.6,NA
"1749","Kyle Kuric","K. Kuric","BAR",228491,3.2,3.2,0,0.7,4,"j7",NA,NA,NA,NA,NA,NA,NA,NA
"1750","Pol Figueras","P. Figueras","GIR",144484,3.2,3.2,7.5,1.1,0.8,"j7",11,NA,NA,-1,-2,4.8,3.6,NA
"1751","Viny Okouo","V. Okouo","FUE",205932,3.1,3.1,3.7,0.8,1.4,"j7",2.4,NA,NA,5,4.8,3.6,6,NA
"1752","Dejan Todorovic","D. Todorovic","COV",297500,3,3,3,0.5,0,"j7",3,NA,NA,NA,NA,NA,NA,NA
"1753","Fran Guerra","F. Guerra","LNT",309135,3,3,-1.6,0.5,0.5,"j7",-2,NA,NA,NA,NA,NA,-1,NA
"1754","Stefan Momirov","S. Momirov","BRE",131929,2.9,2.9,9.4,1.1,0.4,"j7",11,NA,NA,0,-7,14.4,3.6,NA
"1755","Jordan Sakho","J. Sakho","UCM",141111,2.6,2.6,2,0.9,0.6,"j7",-1,NA,NA,0,-4,4.8,5,NA
"1756","Álex Reyes","Á. Reyes","SBB",171925,2.6,2.6,3,0.8,0.6,"j7",3,NA,NA,9.6,-2,-3,7,NA
"1757","Aleksandar Cvetkovic","A. Cvetkovic","BET",100379,2.5,2.5,6.7,1.3,0.5,"j7",12,NA,NA,3.6,-2,7,-2,NA
"1758","Álvaro Muñoz","Á. Muñoz","MOB",165313,2.5,2.5,1,0.8,0.7,"j7",3,NA,NA,6,8,-1,-1,NA
"1759","Josep Franch","J. Franch","GIR",128750,2.4,2.4,-0.4,0.9,0.6,"j7",NA,NA,NA,-1,7,3.6,-3,NA
"1760","Joan Sastre","J. Sastre","LNT",121111,2.4,2.4,0.2,1,0.7,"j7",0,NA,NA,8.4,2.4,-1,1.2,NA
"1761","Klemen Prepelic","K. Prepelic","VBC",169217,2.4,2.4,2.9,0.7,0.4,"j7",1.2,NA,NA,-3,-3,2.4,6,NA
"1762","Rihards Lomazs","R. Lomazs","CAZ",159734,2.4,2.4,7,0.8,0.6,"j7",NA,NA,NA,-3,-1,7,NA,NA
"1763","Roko Prkacin","R. Prkacin","GIR",108750,2.3,2.3,7.9,1.1,0.5,"j7",12,NA,NA,0,-2,6,2.4,NA
"1764","Borisa Simanic","B. Simanic","CAZ",151143,2.3,2.3,2.7,0.8,0.6,"j7",6,NA,NA,10,0,0,-1,NA
"1765","Pepe Pozas","P. Pozas","BET",94474,2.3,2.3,4.9,1.2,0.4,"j7",13,NA,NA,-2,-1,0,-5,NA
"1766","Jonathan Barreiro","J. Barreiro","UNI",116643,2.2,2.2,10.2,0.9,0.3,"j7",NA,NA,NA,-3,0,-2,18,NA
"1767","Ignacio Rosa","I. Rosa","SBB",96572,2.1,2.1,0.4,1.1,0.6,"j7",0,NA,NA,-1,NA,NA,1,NA
"1768","Fabien Causeur","F. Causeur","RMB",105714,2,2,-1,0.9,0.3,"j7",NA,NA,NA,7.2,-1,-1,NA,NA
"1769","Urban Klavzar","U. Klavzar","UCM",79836,2,2,0,1.3,0,"j7",NA,NA,NA,NA,NA,NA,NA,NA
"1770","William Howard","W. Howard","JOV",382500,2,2,0,0.3,0,"j7",NA,NA,NA,NA,NA,NA,NA,NA
"1771","Dani Díez","D. Díez","BKN",129032,1.7,1.7,5.3,0.7,0.4,"j7",3.6,NA,NA,-2,0,9.6,NA,NA
"1772","Javi Beirán","J. Beirán","FUE",234903,1.7,1.7,2,0.4,3.5,"j7",NA,NA,NA,NA,NA,NA,2,NA
"1773","Ondrej Hanzlik","O. Hanzlik","GIR",71437,1.6,1.6,-0.1,1.1,0.5,"j7",1,NA,NA,7,NA,-3,NA,NA
"1774","Álex Suárez","Á. Suárez","MOB",103911,1.6,1.6,1,0.8,0.6,"j7",0,NA,NA,6,3,-1,4,NA
"1775","Michael Caicedo","M. Caicedo","BAR",90072,1.6,1.6,-0.3,0.9,0.3,"j7",0,NA,NA,10.8,-2,0,-1,NA
"1776","Maodo Nguirane","M. Nguirane","CAZ",180625,1.5,1.5,0,0.4,3,"j7",NA,NA,NA,2,NA,NA,NA,NA
